pkg_id,app_name,category,installs,total_ratings,avg_rating,app_price_type,growth_30_days,growth_60_days
org.mozilla.firefox,Firefox Fast & Private Browser,COMMUNICATION,100000000,5492058,4.57,Free,0.676,1.302
com.ea.game.nfs14_row,Need for Speed™ No Limits,GAME_RACING,100000000,5138326,4.43,Free,0.179,0.223
com.king.petrescuesaga,Pet Rescue Saga,GAME_CASUAL,100000000,3492288,4.48,Free,0.0,0.0
com.kms.free,VPN & Antivirus by Kaspersky,TOOLS,100000000,4247295,4.68,Free,0.252,0.611
com.google.android.apps.walletnfcrel,Google Wallet,FINANCE,500000000,1647313,4.38,Free,1.251,3.637
com.mercadopago.wallet,Mercado Pago: cuenta digital,FINANCE,100000000,8140379,4.73,Free,2.718,5.123
vStudio.Android.Camera360,Camera360 :Photo Editor&Selfie,PHOTOGRAPHY,100000000,5027390,4.46,Free,0.003,0.005
com.mind.quiz.brain.out,Brain Out: Can you pass it?,GAME_PUZZLE,100000000,5753095,4.49,Free,0.159,0.297
com.devuni.flashlight,Tiny Flashlight + LED,TOOLS,100000000,4261966,4.58,Free,0.002,0.004
com.appsomniacs.da2,Mini Militia - War.io,GAME_ACTION,100000000,3823546,4.13,Free,0.262,0.435
br.com.brainweb.ifood,iFood comida e mercado em casa,FOOD_AND_DRINK,100000000,13230668,4.62,Free,0.039,0.023
com.mi.globalminusscreen,App Vault,TOOLS,500000000,115459,4.69,Free,10.33,26.317
com.bsbportal.music,"Wynk Music: MP3, Song, Podcast",MUSIC_AND_AUDIO,100000000,5916476,4.33,Free,0.351,0.736
com.samsung.memorysaver,Storage Saver,TOOLS,500000000,43910,4.38,Free,0.905,1.716
com.motorola.ccc.ota,Motorola Update Services,TOOLS,500000000,340269,3.94,Free,0.315,0.622
com.pixel.gun3d,Pixel Gun 3D - FPS Shooter,GAME_ACTION,100000000,5789273,4.17,Free,0.074,0.156
com.wildberries.ru,Wildberries,SHOPPING,100000000,5939709,4.76,Free,3.489,7.153
id.dana,DANA Indonesia Digital Wallet,FINANCE,100000000,6578142,4.06,Free,2.77,5.244
com.sec.android.easyMover,Samsung Smart Switch Mobile,TOOLS,500000000,403055,3.92,Free,1.207,2.396
com.ril.ajio,AJIO Online Shopping App,SHOPPING,100000000,4933358,4.26,Free,1.251,2.864
com.radio.pocketfm,Pocket FM: Audio Series,MUSIC_AND_AUDIO,100000000,3301986,4.53,Free,1.994,3.883
com.os.airforce,1945 Air Force: Airplane games,GAME_ARCADE,100000000,3842316,4.77,Free,0.741,1.469
me.pou.app,Pou,GAME_CASUAL,500000000,11995276,4.33,Free,0.053,0.094
com.ebay.mobile,eBay online shopping & selling,SHOPPING,100000000,4787997,4.7,Free,0.284,0.556
com.google.android.keep,Google Keep - Notes and Lists,PRODUCTIVITY,1000000000,1596712,4.13,Free,0.471,0.932
com.sec.spp.push,Samsung Push Service,COMMUNICATION,5000000000,1508771,3.81,Free,0.339,0.663
com.samsung.android.voc,Samsung Members,TOOLS,1000000000,1624219,4.54,Free,0.766,1.886
com.sega.sonicdash,Sonic Dash - Endless Running,GAME_ARCADE,100000000,6341457,4.65,Free,0.175,0.337
flipboard.app,Flipboard: The Social Magazine,NEWS_AND_MAGAZINES,500000000,1421490,3.59,Free,0.0,0.001
com.supercell.clashofclans,Clash of Clans,GAME_STRATEGY,500000000,61169579,4.51,Free,0.135,0.089
com.truecaller,Truecaller: AI Call Blocker,COMMUNICATION,1000000000,22233068,4.41,Free,1.324,3.899
com.microsoft.office.excel,Microsoft Excel: Spreadsheets,PRODUCTIVITY,1000000000,5999065,4.78,Free,1.98,3.881
com.tencent.ig,PUBG MOBILE,GAME_ACTION,500000000,45893582,4.25,Free,0.285,0.901
com.samsung.android.scloud,Samsung Cloud for Wear OS,PRODUCTIVITY,1000000000,2070,4.29,Free,3.038,5.467
com.sec.android.app.clockpackage,Clock,TOOLS,1000000000,277788,4.14,Free,1.159,2.729
com.google.android.apps.docs.editors.docs,Google Docs,PRODUCTIVITY,1000000000,1817801,4.09,Free,0.205,0.414
com.whatsapp.w4b,WhatsApp Business,COMMUNICATION,1000000000,13959612,4.4,Free,1.339,2.592
com.playrix.township,Township,GAME_CASUAL,100000000,11300255,4.74,Free,0.702,1.317
com.coloros.weather.service,WeatherService,WEATHER,500000000,25168,3.73,Free,12.0,27.701
com.google.android.apps.mapslite,Google Maps Go,TRAVEL_AND_LOCAL,500000000,298688,4.29,Free,0.964,1.903
com.tokopedia.tkpd,Tokopedia Guncang 8.8,SHOPPING,100000000,6973332,4.49,Free,0.502,0.976
br.com.gabba.Caixa,CAIXA,FINANCE,100000000,4396632,4.58,Free,1.154,2.309
com.motorola.timeweatherwidget,Moto Widget,TOOLS,500000000,47186,4.03,Free,1.516,2.895
com.activision.callofduty.shooter,Call of Duty: Mobile Season 7,GAME_ACTION,100000000,16031186,4.29,Free,0.124,0.105
com.linecorp.b612.android,B612 AI Photo&Video Editor,PHOTOGRAPHY,500000000,7445490,4.26,Free,0.017,0.032
com.duolingo,Duolingo: Language Lessons,EDUCATION,500000000,25956411,4.7,Free,2.729,5.718
com.google.android.apps.tachyon,Google Meet,COMMUNICATION,5000000000,10980557,4.53,Free,0.483,0.943
com.amazon.avod.thirdpartyclient,Amazon Prime Video,ENTERTAINMENT,500000000,4457454,3.95,Free,1.408,2.416
com.sec.android.app.voicenote,Samsung Voice Recorder,TOOLS,1000000000,256075,4.1,Free,0.726,1.41
com.google.android.dialer,Phone by Google,TOOLS,1000000000,30433450,4.42,Free,2.513,5.06
com.coloros.scenemode,Simple mode,TOOLS,500000000,7676,3.67,Free,13.593,30.73
com.alibaba.aliexpresshd,AliExpress,SHOPPING,500000000,15355876,4.48,Free,0.671,1.36
com.google.android.googlequicksearchbox,Google,TOOLS,10000000000,26830231,4.21,Free,0.08,0.37
com.viber.voip,Rakuten Viber Messenger,COMMUNICATION,1000000000,16750666,4.32,Free,0.153,0.252
com.microsoft.office.onenote,Microsoft OneNote: Save Notes,PRODUCTIVITY,500000000,1281042,4.66,Free,0.951,1.989
com.fingersoft.hillclimb,Hill Climb Racing,GAME_RACING,1000000000,10853216,4.42,Free,0.067,0.166
com.google.android.contacts,Contacts,COMMUNICATION,1000000000,1439267,4.35,Free,1.395,2.775
com.google.android.apps.nbu.paisa.user,Google Pay: Save and Pay,FINANCE,1000000000,10375800,4.0,Free,0.399,0.739
com.meesho.supply,Meesho: Online Shopping App,SHOPPING,500000000,4247947,4.15,Free,1.509,2.959
es.socialpoint.DragonCity,Dragon City: Mobile Adventure,GAME_SIMULATION,100000000,10210997,4.66,Free,0.41,0.886
com.amanotes.beathopper,Tiles Hop EDM Rush Music Game,GAME_MUSIC,500000000,3286237,4.24,Free,0.182,0.045
com.coloros.weather2,Weather,WEATHER,500000000,33800,4.38,Free,6.801,14.935
com.mi.android.globalFileexplorer,File Manager,TOOLS,1000000000,4157006,4.64,Free,0.299,0.611
com.dsi.ant.service.socket,ANT Radio Service,COMMUNICATION,1000000000,383550,3.43,Free,0.176,0.218
com.google.android.apps.photos,Google Photos,PHOTOGRAPHY,10000000000,50321262,4.46,Free,0.295,0.592
com.ansangha.drdriving,Dr. Driving,GAME_RACING,500000000,6503437,4.35,Free,0.079,0.121
com.commsource.beautyplus,BeautyPlus-AI Photo/Video Edit,PHOTOGRAPHY,100000000,5030654,4.49,Free,0.153,0.312
com.gaana,"Gaana Music: Mp3 Song, Radio",MUSIC_AND_AUDIO,100000000,5131345,4.35,Free,0.004,0.009
com.miui.calculator,Calculator,TOOLS,1000000000,355954,4.22,Free,0.121,0.242
com.coloros.filemanager,My Files,TOOLS,500000000,18087,4.0,Free,8.645,18.101
com.google.android.apps.subscriptions.red,Google One,PRODUCTIVITY,1000000000,619378,4.21,Free,1.867,3.695
com.google.android.ims,Carrier Services,COMMUNICATION,5000000000,1632110,4.23,Free,1.052,2.069
com.google.android.apps.meetings,Google Meet (original),BUSINESS,500000000,2202970,4.05,Free,0.006,0.012
flipboard.boxer.app,Briefing,NEWS_AND_MAGAZINES,1000000000,740433,3.18,Free,0.087,0.156
com.tencent.mm,WeChat,COMMUNICATION,100000000,6214007,3.02,Free,0.056,0.115
com.zhiliaoapp.musically.go,TikTok Lite - Save Data,SOCIAL,1000000000,7954377,4.53,Free,2.187,4.191
com.google.android.apps.maps,Google Maps,TRAVEL_AND_LOCAL,10000000000,18083651,3.91,Free,0.496,1.025
