com.ea.games.r3_row,Real Racing  3,GAME_RACING,100000000,7180218,4.35,Free,0.189,0.363
com.os.airforce,1945 Air Force: Airplane games,GAME_ARCADE,100000000,3785760,4.76,Free,0.886,1.998
com.coloros.weather2,Weather,WEATHER,500000000,29281,4.41,Free,7.715,16.577
com.audiomack,Audiomack: Music Downloader,MUSIC_AND_AUDIO,100000000,4672824,4.75,Free,2.392,4.85
com.naver.linewebtoon,WEBTOON,COMICS,100000000,3525469,4.68,Free,0.747,1.94
com.miniclip.footballstrike,Football Strike: Online Soccer,GAME_SPORTS,100000000,3271680,4.54,Free,0.342,1.388
com.king.petrescuesaga,Pet Rescue Saga,GAME_CASUAL,100000000,3492359,4.52,Free,0.0,0.001
com.lockwoodpublishing.avakinlife,Avakin Life - 3D Virtual World,GAME_ROLE_PLAYING,100000000,3383493,4.02,Free,0.005,0.01
net.peakgames.toonblast,Toon Blast,GAME_PUZZLE,100000000,4106042,4.62,Free,0.379,0.757
com.mi.globalminusscreen,App Vault,TOOLS,500000000,91088,4.67,Free,16.734,54.245
com.fdgentertainment.bananakong,Banana Kong,GAME_ACTION,100000000,5062270,4.6,Free,0.09,0.18
com.socialnmobile.dictapps.notepad.color.note,ColorNote Notepad Notes,PRODUCTIVITY,100000000,3756519,4.87,Free,0.217,0.464
vStudio.Android.Camera360,Camera360 :Photo Editor&Selfie,PHOTOGRAPHY,100000000,5028130,4.48,Free,0.003,0.007
com.facebook.pages.app,Meta Business Suite,BUSINESS,100000000,3851846,4.44,Free,1.432,2.861
com.appsomniacs.da2,Mini Militia - War.io,GAME_ACTION,100000000,3806434,4.12,Free,0.289,0.597
com.microsoft.teams,Microsoft Teams,BUSINESS,100000000,7399522,4.6,Free,0.499,1.259
com.mojang.minecrafttrialpe,Minecraft Trial,GAME_ARCADE,100000000,2996997,4.04,Free,0.05,0.1
com.jio.jioplay.tv,"JioTV: Live TV, Catch-Up & OTT",ENTERTAINMENT,100000000,3871907,4.12,Free,0.133,0.246
com.maleo.bussimulatorid,Bus Simulator Indonesia,GAME_SIMULATION,100000000,3182458,4.12,Free,0.532,1.213
com.h8games.helixjump,Helix Jump,GAME_ACTION,100000000,4190714,3.88,Free,37.642,75.284
homeworkout.homeworkouts.noequipment,Home Workout - No Equipment,HEALTH_AND_FITNESS,100000000,3276473,4.91,Free,1.264,2.528
com.billiards.city.pool.nation.club,Pooking - Billiards City,GAME_SPORTS,100000000,3512415,4.55,Free,0.248,0.522
com.frontrow.vlog,VN - Video Editor & Maker,VIDEO_PLAYERS,100000000,3334667,4.68,Free,5.49,11.402
com.craftsman.go,Craftsman: Building Craft,GAME_SIMULATION,100000000,3365275,3.88,Free,0.522,1.079
com.garena.game.kgvn,Garena Liên Quân Mobile,GAME_ACTION,50000000,6160935,3.91,Free,0.201,1.031
com.bitstrips.imoji,Bitmoji,ENTERTAINMENT,100000000,3629354,4.62,Free,0.043,0.109
com.apusapps.launcher,APUS System: Theme Launcher,PERSONALIZATION,100000000,5874880,4.49,Free,0.0,0.0
com.bigwinepot.nwdn.international,Remini - AI Photo Enhancer,PHOTOGRAPHY,100000000,3828114,4.03,Free,3.162,6.759
air.com.lunime.gachalife,Gacha Life,GAME_CASUAL,100000000,3838860,4.43,Free,0.148,0.3
com.mind.quiz.brain.out,Brain Out: Can you pass it?,GAME_PUZZLE,100000000,5735773,4.49,Free,0.01,0.02
com.kitkagames.fallbuddies,Stumble Guys,GAME_ACTION,100000000,5901991,4.25,Free,0.238,0.476
com.gamedevltd.wwh,World War Heroes — WW2 PvP FPS,GAME_ACTION,100000000,3234947,4.52,Free,0.144,0.508
com.ixigo.train.ixitrain,ixigo Trains: Ticket Booking,TRAVEL_AND_LOCAL,100000000,3089448,4.55,Free,0.691,1.35
com.paypal.android.p2pmobile,"PayPal - Send, Shop, Manage",FINANCE,100000000,3206612,4.27,Free,0.521,1.128
com.nu.production,"Nubank: conta, cartão e mais",FINANCE,100000000,2919017,3.88,Free,0.564,1.907
com.maxgames.stickwarlegacy,Stick War: Legacy,GAME_STRATEGY,100000000,2768128,4.7,Free,0.189,0.377
com.teacapps.barcodescanner,QR & Barcode Reader,PRODUCTIVITY,100000000,2755320,4.59,Free,1.167,2.588
com.tumblr,"Tumblr—Fandom, Art, Chaos",SOCIAL,100000000,3708409,4.04,Free,0.0,0.001
com.squareup.cash,Cash App,FINANCE,100000000,3076482,4.62,Free,1.2,2.565
com.joom,Joom. Shopping for every day,SHOPPING,100000000,3599976,4.43,Free,0.084,0.27
com.amazon.kindle,Amazon Kindle,BOOKS_AND_REFERENCE,100000000,3725534,4.72,Free,1.186,2.338
com.fluffyfairygames.idleminertycoon,Idle Miner Tycoon: Gold & Cash,GAME_SIMULATION,100000000,5115140,4.51,Free,0.206,0.411
com.kms.free,VPN & Antivirus by Kaspersky,TOOLS,100000000,4221073,4.67,Free,0.265,0.626
com.cyberlink.youcammakeup,YouCam Makeup - Selfie Editor,PHOTOGRAPHY,100000000,4175562,4.33,Free,0.024,0.06
photo.editor.photoeditor.photoeditorpro,AI Photo Editor - Polish,PHOTOGRAPHY,100000000,4258540,4.86,Free,0.726,1.664
com.radio.pocketfm,Pocket FM: Audio Series,MUSIC_AND_AUDIO,100000000,3176598,4.53,Free,2.094,4.896
com.whatsapp.wallpaper,WhatsApp Wallpaper,PERSONALIZATION,100000000,3331224,4.28,Free,0.0,0.001
com.netmarble.mherosgb,MARVEL Future Fight,GAME_ROLE_PLAYING,100000000,2985468,3.92,Free,0.005,0.01
com.biglime.cookingmadness,Cooking Madness: A Chef's Game,GAME_ARCADE,100000000,3084764,4.8,Free,0.402,0.789
com.myfitnesspal.android,MyFitnessPal: Calorie Counter,HEALTH_AND_FITNESS,100000000,2731265,4.22,Free,0.261,0.601
com.xiaomi.hm.health,Zepp Life,HEALTH_AND_FITNESS,100000000,2733986,3.84,Free,0.006,0.011
br.gov.meugovbr,gov.br,TOOLS,50000000,7345780,4.45,Free,3.418,7.197
com.contextlogic.wish,Wish: Shop and Save,SHOPPING,500000000,14474391,4.67,Free,0.011,0.022
home.solo.launcher.free,"Solo Launcher-Clean,Smooth,DIY",PERSONALIZATION,100000000,2815336,4.43,Free,17.952,35.904
com.smule.singandroid,Smule: Karaoke Songs & Videos,MUSIC_AND_AUDIO,100000000,4122597,3.84,Free,0.005,0.111
com.outfit7.talkingtomgoldrun,Talking Tom Gold Run,GAME_ACTION,500000000,5982522,4.27,Free,0.11,0.219
in.startv.hotstar,Disney+ Hotstar,ENTERTAINMENT,500000000,11714542,3.92,Free,0.179,0.357
com.pixonic.wwr,War Robots Multiplayer Battles,GAME_ACTION,100000000,4865172,4.27,Free,0.087,0.175
com.discord,"Discord - Talk, Play, Hang Out",COMMUNICATION,100000000,5691557,3.08,Free,0.29,0.57
com.ForgeGames.SpecialForcesGroup2,Special Forces Group 2,GAME_ACTION,100000000,3992199,4.38,Free,0.211,0.448
com.skype.raider,Skype,COMMUNICATION,1000000000,11560574,4.27,Free,0.235,0.566
com.amazon.dee.app,Amazon Alexa,LIFESTYLE,100000000,3891021,4.31,Free,2.156,4.217
com.myntra.android,Myntra - Fashion Shopping App,SHOPPING,100000000,4470197,4.36,Free,0.566,1.278
com.ea.game.simpsons4_row,The Simpsons™:  Tapped Out,GAME_CASUAL,100000000,4084610,4.22,Free,0.002,0.004
com.tinder,Tinder Dating App: Chat & Date,DATING,100000000,7117250,3.61,Free,1.274,2.617
com.coloros.phonemanager,Phone Manager,TOOLS,500000000,21102,3.86,Free,13.659,31.706
wp.wattpad,Wattpad - Read & Write Stories,BOOKS_AND_REFERENCE,100000000,4855081,4.12,Free,0.38,0.541
com.ubercab.eats,Uber Eats: Food Delivery,FOOD_AND_DRINK,100000000,5435492,4.33,Free,0.395,0.828
com.activision.callofduty.shooter,Call of Duty: Mobile Season 5,GAME_ACTION,100000000,16013806,4.31,Free,0.112,0.334
com.playrix.fishdomdd.gplay,Fishdom,GAME_PUZZLE,100000000,6436344,4.58,Free,0.149,0.447
zombie.survival.craft.z,Last Day on Earth: Survival,GAME_ACTION,100000000,4629796,4.37,Free,0.034,0.248
com.utorrent.client,µTorrent®- Torrent Downloader,VIDEO_PLAYERS,100000000,5206994,4.56,Free,0.15,0.326
com.gaana,"Gaana Music: Mp3 Song, Radio",MUSIC_AND_AUDIO,100000000,5131767,4.36,Free,0.006,0.012
net.zedge.android,Zedge™ Wallpapers & Ringtones,PERSONALIZATION,500000000,14894894,4.67,Free,0.908,1.816
es.socialpoint.DragonCity,Dragon City: Mobile Adventure,GAME_SIMULATION,100000000,10118311,4.66,Free,0.187,0.375
com.walmart.android,Walmart: Shopping & Savings,SHOPPING,100000000,4627959,4.7,Free,1.721,3.66
com.commsource.beautyplus,BeautyPlus-AI Photo/Video Edit,PHOTOGRAPHY,100000000,5014488,4.48,Free,0.201,0.456
me.pou.app,Pou,GAME_CASUAL,500000000,11983670,4.4,Free,0.002,0.003
com.king.candycrushsodasaga,Candy Crush Soda Saga,GAME_CASUAL,500000000,8893108,4.61,Free,0.019,0.037
com.outfit7.talkingtom,Talking Tom Cat,GAME_CASUAL,500000000,2725234,3.97,Free,0.673,1.484
com.shopee.br,Shopee 6.6 Liquida Meio do Ano,SHOPPING,100000000,4960297,4.82,Free,1.587,3.351
com.mi.globalbrowser,Mi Browser,TOOLS,500000000,923941,4.5,Free,1.287,2.964
com.lbe.parallel.intl,Parallel Space - app cloning,PERSONALIZATION,100000000,5058497,4.2,Free,0.044,0.117
com.nordcurrent.canteenhd,Cooking Fever: Restaurant Game,GAME_ARCADE,100000000,4976382,4.39,Free,0.008,0.016
com.indeed.android.jobsearch,Indeed Job Search,BUSINESS,100000000,6436952,4.7,Free,3.241,5.994
com.pubg.imobile,Battlegrounds Mobile India,GAME_ACTION,100000000,6131233,4.2,Free,1.036,1.798
videoeditor.videorecorder.screenrecorder,Screen Recorder - XRecorder,VIDEO_PLAYERS,100000000,6987330,4.75,Free,0.39,1.113
com.daraz.android,Daraz Online Shopping App,SHOPPING,100000000,3563590,4.18,Free,0.054,0.136
com.ebay.mobile,eBay online shopping & selling,SHOPPING,100000000,4760656,4.71,Free,0.284,0.564
com.nekki.shadowfight3,Shadow Fight 3 - RPG fighting,GAME_ROLE_PLAYING,100000000,4167831,4.57,Free,0.244,0.732
com.sirma.mobile.bible.android,YouVersion Bible App + Audio,BOOKS_AND_REFERENCE,100000000,7082083,4.91,Free,1.077,2.409
com.skgames.trafficrider,Traffic Rider,GAME_RACING,500000000,8559617,4.32,Free,0.081,0.272
com.samsung.sree,Samsung Global Goals,EDUCATION,500000000,225187,3.74,Free,0.589,1.309
com.shopee.id,Shopee 6.6 Great Mid-Year,SHOPPING,100000000,14163987,4.31,Free,0.809,1.878
tv.twitch.android.app,Twitch: Live Game Streaming,ENTERTAINMENT,100000000,5401665,4.36,Free,0.123,0.446
com.coloros.filemanager,My Files,TOOLS,500000000,15237,3.86,Free,10.131,28.768
org.mozilla.firefox,Firefox Fast & Private Browser,COMMUNICATION,100000000,5419139,4.57,Free,0.602,1.296
com.transsion.phoenix,Phoenix - Fast & Safe,COMMUNICATION,500000000,4478035,4.36,Free,1.201,2.529
com.tencent.iglite,PUBG MOBILE LITE,GAME_ACTION,100000000,8311187,3.97,Free,0.01,0.02
com.bradesco,"Bradesco: Conta, Cartão e Pix!",FINANCE,100000000,4551019,4.54,Free,1.115,2.264
com.kwai.bulldog,SnackVideo,VIDEO_PLAYERS,100000000,8407905,4.5,Free,0.029,0.113
com.motorola.motodisplay,Moto Display,TOOLS,500000000,110064,4.05,Free,0.27,0.662
com.yodo1.crossyroad,Crossy Road,GAME_ACTION,100000000,4540095,4.54,Free,0.002,0.004
com.samsung.android.calendar,Samsung Calendar,PRODUCTIVITY,1000000000,35856,4.09,Free,10.941,26.354
com.samsung.android.oneconnect,SmartThings,LIFESTYLE,500000000,1261863,4.39,Free,3.362,7.145
com.oppo.quicksearchbox,Global Search,TOOLS,500000000,49814,3.83,Free,6.926,14.477
com.pixel.art.coloring.color.number,Happy Color®: Coloring Book,GAME_BOARD,100000000,3480038,4.62,Free,0.136,0.493
com.sh.smart.caller,SmartCaller-Intelligence Calle,COMMUNICATION,500000000,51558,4.42,Free,3.485,7.262
com.fingersoft.hcr2,Hill Climb Racing 2,GAME_RACING,100000000,4604930,4.49,Free,0.072,0.145
com.ea.game.simcitymobile_row,SimCity BuildIt,GAME_SIMULATION,100000000,5496891,4.25,Free,0.082,0.17
com.axlebolt.standoff2,Standoff 2,GAME_ACTION,100000000,10434319,4.26,Free,0.596,1.375
com.google.android.apps.chromecast.app,Google Home,LIFESTYLE,500000000,2768550,4.12,Free,2.57,5.053
com.dreamgames.royalmatch,Royal Match,GAME_PUZZLE,100000000,6034744,4.61,Free,4.473,9.191
com.jrzheng.supervpnfree,SuperVPN Fast VPN Client,TOOLS,100000000,4033483,4.54,Free,1.421,3.163
com.playgendary.kickthebuddy,Kick the Buddy－Fun Action Game,GAME_ACTION,100000000,3512303,4.22,Free,0.004,0.007
musicplayer.musicapps.music.mp3player,Music Player & MP3 Player,MUSIC_AND_AUDIO,100000000,3541141,4.77,Free,0.991,2.342
com.bbk.theme,Themes,ENTERTAINMENT,500000000,114904,4.03,Free,3.099,4.85
com.playrix.township,Township,GAME_CASUAL,100000000,11150920,4.73,Free,0.507,1.23
com.prettysimple.criminalcaseandroid,Criminal Case,GAME_ADVENTURE,100000000,4355243,4.59,Free,0.0,0.001
com.ea.game.nfs14_row,Need for Speed™ No Limits,GAME_RACING,100000000,5126520,4.42,Free,0.124,0.349
com.devuni.flashlight,Tiny Flashlight + LED,TOOLS,100000000,4263970,4.57,Free,0.0,0.0
com.fugo.wow,Words of Wonders: Crossword,GAME_WORD,100000000,4608255,4.87,Free,1.796,4.173
com.mventus.selfcare.activity,"Vi: Recharge, Payments & Games",PRODUCTIVITY,100000000,4305767,4.58,Free,1.991,4.353
com.sega.sonicdash,Sonic Dash - Endless Running,GAME_ARCADE,100000000,6319815,4.66,Free,0.054,0.108
br.gov.caixa.tem,CAIXA Tem,FINANCE,100000000,5418247,3.87,Free,0.349,0.787
free.vpn.unblock.proxy.turbovpn,Turbo VPN - Secure VPN Proxy,TOOLS,100000000,8453403,4.71,Free,0.789,1.577
com.motorola.ccc.ota,Motorola Update Services,TOOLS,500000000,338131,3.96,Free,0.268,0.615
com.episodeinteractive.android.catalog,Episode - Choose Your Story,GAME_SIMULATION,100000000,4181147,4.28,Free,0.092,0.184
com.aim.racing,Extreme Car Driving Simulator,GAME_RACING,500000000,4554918,4.3,Free,0.238,0.464
com.halfbrick.jetpackjoyride,Jetpack Joyride,GAME_ARCADE,100000000,4928321,4.48,Free,0.0,0.0
com.whereismytrain.android,Where is my Train,TRAVEL_AND_LOCAL,100000000,4270580,4.25,Free,0.936,1.851
com.gameloft.android.ANMP.GloftGGHM,Gangstar Vegas: World of Crime,GAME_ACTION,100000000,6792614,4.34,Free,0.036,0.073
com.mercadopago.wallet,Mercado Pago: cuenta digital,FINANCE,100000000,7737355,4.72,Free,1.511,3.386
com.yy.hiyo,"Hago- Party, Chat & Games",SOCIAL,100000000,6357561,4.24,Free,0.011,0.022
net.one97.paytm,Paytm: Secure UPI Payments,FINANCE,500000000,19240097,4.58,Free,0.148,0.296
com.google.android.music,YouTube Music,MUSIC_AND_AUDIO,1000000000,5498555,4.4,Free,0.938,1.965
br.com.gabba.Caixa,CAIXA,FINANCE,100000000,4295792,4.58,Free,1.193,2.34
com.uc.browser.en,UC Mini-Download Video Status ,COMMUNICATION,100000000,4876512,4.3,Free,0.012,0.05
com.nexstreaming.app.kinemasterfree,KineMaster-Video Editor&Maker,VIDEO_PLAYERS,100000000,5748361,4.19,Free,0.159,0.528
com.sgiggle.production,"Tango- Live Stream, Video Chat",SOCIAL,100000000,4530723,4.34,Free,0.535,1.217
com.einnovation.temu,Temu: Shop Like a Billionaire,SHOPPING,100000000,3515134,4.65,Free,9.925,21.673
sinet.startup.inDriver,inDrive. Save on city rides,MAPS_AND_NAVIGATION,100000000,8029884,4.69,Free,3.27,7.762
com.reddit.frontpage,Reddit,SOCIAL,100000000,3094879,3.35,Free,0.448,0.994
com.soundcloud.android,SoundCloud: Play Music & Songs,MUSIC_AND_AUDIO,100000000,6860221,4.68,Free,0.508,1.04
com.google.android.apps.kids.familylink,Google Family Link,TOOLS,100000000,3128956,4.58,Free,2.156,5.271
com.venticake.retrica,Retrica,PHOTOGRAPHY,100000000,6164984,4.47,Free,0.002,0.003
com.weather.Weather,The Weather Channel - Radar,WEATHER,100000000,3050586,4.66,Free,0.397,0.948
com.gameloft.android.ANMP.GloftDMHM,Minion Rush: Running Game,GAME_CASUAL,500000000,10687650,4.45,Free,0.001,0.001
com.camerasideas.trimmer,YouCut - Video Editor & Maker,VIDEO_PLAYERS,100000000,7226262,4.84,Free,0.885,1.942
in.swiggy.android,"Swiggy Food, Grocery & Dineout",FOOD_AND_DRINK,100000000,7957626,4.33,Free,0.33,0.66
com.gameloft.android.ANMP.GloftM5HM,Modern Combat 5: mobile FPS,GAME_ACTION,100000000,4086384,4.57,Free,0.16,0.424
com.tocaboca.tocalifeworld,Toca Boca World,GAME_EDUCATIONAL,100000000,5740659,4.22,Free,0.032,0.064
com.opera.browser,Opera browser with AI,COMMUNICATION,100000000,4668801,4.71,Free,0.381,0.867
com.miniclip.agar.io,Agar.io,GAME_ACTION,100000000,4175907,3.85,Free,0.015,0.031
com.offline.bible,Bible Offline-KJV Holy Bible,BOOKS_AND_REFERENCE,50000000,6771884,4.82,Free,2.232,4.876
com.zaz.translate,Hi Translate - Chat translator,TOOLS,500000000,466046,4.38,Free,1.269,2.577
com.king.farmheroessaga,Farm Heroes Saga,GAME_CASUAL,100000000,9979054,4.65,Free,0.015,0.146
sg.bigo.live,Bigo Live - Live Streaming App,SOCIAL,500000000,5853191,4.47,Free,0.562,1.205
com.tokopedia.tkpd,Tokopedia,SHOPPING,100000000,6903722,4.45,Free,0.257,0.536
com.ea.game.pvz2_row,Plants vs Zombies™ 2,GAME_CASUAL,100000000,7488798,4.38,Free,0.004,0.008
com.yahoo.mobile.client.android.mail,Yahoo Mail – Organized Email,COMMUNICATION,100000000,7579114,4.55,Free,1.041,1.55
com.motorola.moto,Moto,PERSONALIZATION,500000000,94984,4.0,Free,0.732,1.696
com.wildberries.ru,Wildberries,SHOPPING,100000000,5530897,4.82,Free,3.536,7.899
com.nekki.shadowfight,Shadow Fight 2,GAME_ACTION,100000000,16387432,4.63,Free,0.002,0.235
com.skgames.trafficracer,Traffic Racer,GAME_RACING,100000000,6318089,4.56,Free,0.016,0.032
com.ubercab.driver,Uber - Driver: Drive & Deliver,BUSINESS,100000000,4125598,4.57,Free,1.374,2.799
com.vivo.website,vivo.com,SHOPPING,500000000,135231,4.21,Free,2.619,5.193
com.xvideostudio.videoeditor,Video Editor & Maker VideoShow,VIDEO_PLAYERS,100000000,5971366,4.54,Free,0.027,0.054
com.outfit7.talkingtom2free,Talking Tom Cat 2,ENTERTAINMENT,100000000,3405789,4.31,Free,0.088,0.253
vsin.t16_funny_photo,Photo Lab Picture Editor & Art,PHOTOGRAPHY,100000000,5619477,4.46,Free,1.789,4.188
com.badoo.mobile,Badoo Dating App: Meet & Date,DATING,100000000,6421767,4.05,Free,0.242,0.49
